Date,Order,Year,Month,Day,DayName,Code,Name,Open,High,Low,Close,Future,Conf,Observe,Days,Price,BS_L,TFARCH,TFBS,BS_U,ARCH_L,ARCH_U
2018-01-02,0,2018,1,2,Tuesday,036570,엔씨소프트,448000.0,452500.0,442000.0,446500.0,False,0.8,,,,,,,,,
2018-01-03,1,2018,1,3,Wednesday,036570,엔씨소프트,441500.0,446500.0,432000.0,435000.0,False,0.8,,,,,,,,,
2018-01-04,2,2018,1,4,Thursday,036570,엔씨소프트,438500.0,438500.0,422000.0,422500.0,False,0.8,,,,,,,,,
2018-01-05,3,2018,1,5,Friday,036570,엔씨소프트,426500.0,430000.0,417000.0,422000.0,False,0.8,,,,,,,,,
2018-01-08,4,2018,1,8,Monday,036570,엔씨소프트,422000.0,425000.0,415000.0,420000.0,False,0.8,,,,,,,,,
2018-01-09,5,2018,1,9,Tuesday,036570,엔씨소프트,420000.0,428000.0,418500.0,423500.0,False,0.8,,,,,,,,,
2018-01-10,6,2018,1,10,Wednesday,036570,엔씨소프트,428500.0,436500.0,423500.0,436000.0,False,0.8,,,,,,,,,
2018-01-11,7,2018,1,11,Thursday,036570,엔씨소프트,438500.0,438500.0,427000.0,427000.0,False,0.8,,,,,,,,,
2018-01-12,8,2018,1,12,Friday,036570,엔씨소프트,432000.0,432500.0,411500.0,413500.0,False,0.8,,,,,,,,,
2018-01-15,9,2018,1,15,Monday,036570,엔씨소프트,415500.0,421000.0,410500.0,415500.0,False,0.8,,,,,,,,,
2018-01-16,10,2018,1,16,Tuesday,036570,엔씨소프트,415500.0,429000.0,414000.0,426500.0,False,0.8,,,,,,,,,
2018-01-17,11,2018,1,17,Wednesday,036570,엔씨소프트,426000.0,427500.0,416500.0,427500.0,False,0.8,,,,,,,,,
2018-01-18,12,2018,1,18,Thursday,036570,엔씨소프트,429000.0,437500.0,425500.0,432000.0,False,0.8,,,,,,,,,
2018-01-19,13,2018,1,19,Friday,036570,엔씨소프트,432000.0,432500.0,422000.0,426000.0,False,0.8,,,,,,,,,
2018-01-22,14,2018,1,22,Monday,036570,엔씨소프트,425500.0,433500.0,420000.0,430500.0,False,0.8,,,,,,,,,
