Date,Order,Year,Month,Day,DayName,Code,Name,Open,High,Low,Close,Future,Conf,Observe,Days,Price,BS_L,TFARCH,TFBS,BS_U,ARCH_L,ARCH_U
2022-01-27,0,2022,1,27,Thursday,373220,LG에너지솔루션,597000.0,598000.0,450000.0,505000.0,False,0.8,,,,,,,,,
2022-01-28,1,2022,1,28,Friday,373220,LG에너지솔루션,476000.0,483000.0,445000.0,450000.0,False,0.8,,,,,,,,,
2022-01-31,2,2022,1,31,Monday,373220,LG에너지솔루션,458000.0,495500.0,441000.0,477000.0,False,0.8,,,,,,,,,
2022-02-01,3,2022,2,1,Tuesday,373220,LG에너지솔루션,458000.0,495500.0,441000.0,477000.0,False,0.8,,,,,,,,,
2022-02-02,4,2022,2,2,Wednesday,373220,LG에너지솔루션,458000.0,495500.0,441000.0,477000.0,False,0.8,,,,,,,,,
2022-02-03,5,2022,2,3,Thursday,373220,LG에너지솔루션,458000.0,495500.0,441000.0,477000.0,False,0.8,,,,,,,,,
2022-02-04,6,2022,2,4,Friday,373220,LG에너지솔루션,476500.0,505000.0,476000.0,504000.0,False,0.8,,,,,,,,,
2022-02-07,7,2022,2,7,Monday,373220,LG에너지솔루션,520000.0,548000.0,511000.0,548000.0,False,0.8,,,,,,,,,
2022-02-08,8,2022,2,8,Tuesday,373220,LG에너지솔루션,554000.0,577000.0,524000.0,542000.0,False,0.8,,,,,,,,,
2022-02-09,9,2022,2,9,Wednesday,373220,LG에너지솔루션,550000.0,557000.0,505000.0,511000.0,False,0.8,,,,,,,,,
2022-02-10,10,2022,2,10,Thursday,373220,LG에너지솔루션,507000.0,507000.0,471500.0,474500.0,False,0.8,,,,,,,,,
2022-02-11,11,2022,2,11,Friday,373220,LG에너지솔루션,463500.0,484000.0,457000.0,482000.0,False,0.8,,,,,,,,,
2022-02-14,12,2022,2,14,Monday,373220,LG에너지솔루션,473000.0,482000.0,459500.0,463000.0,False,0.8,,,,,,,,,
2022-02-15,13,2022,2,15,Tuesday,373220,LG에너지솔루션,460000.0,468000.0,450000.0,451500.0,False,0.8,,,,,,,,,
2022-02-16,14,2022,2,16,Wednesday,373220,LG에너지솔루션,464000.0,465000.0,449500.0,455500.0,False,0.8,,,,,,,,,
2022-02-17,15,2022,2,17,Thursday,373220,LG에너지솔루션,454500.0,460000.0,447000.0,454500.0,False,0.8,,,,,,,,,
2022-02-18,16,2022,2,18,Friday,373220,LG에너지솔루션,448500.0,454500.0,448000.0,454500.0,False,0.8,,,,,,,,,
2022-02-21,17,2022,2,21,Monday,373220,LG에너지솔루션,450000.0,453000.0,447500.0,453000.0,False,0.8,,,,,,,,,
2022-02-22,18,2022,2,22,Tuesday,373220,LG에너지솔루션,444500.0,448000.0,440000.0,440000.0,False,0.8,,,,,,,,,
2022-02-23,19,2022,2,23,Wednesday,373220,LG에너지솔루션,443500.0,446000.0,438000.0,442000.0,False,0.8,,,,,,,,,
2022-02-24,20,2022,2,24,Thursday,373220,LG에너지솔루션,435000.0,438000.0,416000.0,416500.0,False,0.8,,,,,,,,,
2022-02-25,21,2022,2,25,Friday,373220,LG에너지솔루션,425000.0,430000.0,418500.0,420000.0,False,0.8,,,,,,,,,
2022-02-28,22,2022,2,28,Monday,373220,LG에너지솔루션,404500.0,422000.0,404000.0,412000.0,False,0.8,,,,,,,,,
