Date,Order,Year,Month,Day,DayName,Code,Name,Open,High,Low,Close,Future,Observe,Days,Price,TFARCH,TFBS,BS_L,BS_U,ARCH_L,ARCH_U
2018-01-02,0,2018,1,2,Tuesday,034730,SK,283000.0,284500.0,279000.0,283000.0,False,,,,,,,,,
2018-01-03,1,2018,1,3,Wednesday,034730,SK,277000.0,282000.0,277000.0,280000.0,False,,,,,,,,,
2018-01-04,2,2018,1,4,Thursday,034730,SK,282000.0,284500.0,278000.0,281000.0,False,,,,,,,,,
2018-01-05,3,2018,1,5,Friday,034730,SK,281500.0,289000.0,279500.0,288500.0,False,,,,,,,,,
2018-01-08,4,2018,1,8,Monday,034730,SK,291500.0,291500.0,284000.0,288500.0,False,,,,,,,,,
2018-01-09,5,2018,1,9,Tuesday,034730,SK,287500.0,297000.0,287000.0,291500.0,False,,,,,,,,,
2018-01-10,6,2018,1,10,Wednesday,034730,SK,291000.0,295500.0,290000.0,291000.0,False,,,,,,,,,
2018-01-11,7,2018,1,11,Thursday,034730,SK,291500.0,292500.0,285500.0,285500.0,False,,,,,,,,,
2018-01-12,8,2018,1,12,Friday,034730,SK,287000.0,289500.0,283000.0,288500.0,False,,,,,,,,,
2018-01-15,9,2018,1,15,Monday,034730,SK,287500.0,288500.0,284000.0,287000.0,False,,,,,,,,,
2018-01-16,10,2018,1,16,Tuesday,034730,SK,285500.0,291000.0,285000.0,290500.0,False,,,,,,,,,
2018-01-17,11,2018,1,17,Wednesday,034730,SK,289500.0,292500.0,287500.0,288500.0,False,,,,,,,,,
2018-01-18,12,2018,1,18,Thursday,034730,SK,287500.0,298000.0,287000.0,296000.0,False,,,,,,,,,
2018-01-19,13,2018,1,19,Friday,034730,SK,293000.0,297000.0,292500.0,295500.0,False,,,,,,,,,
2018-01-22,14,2018,1,22,Monday,034730,SK,296000.0,297000.0,290500.0,296000.0,False,,,,,,,,,
2018-01-23,15,2018,1,23,Tuesday,034730,SK,296000.0,302500.0,294000.0,302500.0,False,,,,,,,,,
2018-01-24,16,2018,1,24,Wednesday,034730,SK,301500.0,305000.0,300500.0,305000.0,False,,,,,,,,,
2018-01-25,17,2018,1,25,Thursday,034730,SK,306000.0,321500.0,305500.0,319500.0,False,,,,,,,,,
2018-01-26,18,2018,1,26,Friday,034730,SK,318500.0,326000.0,318500.0,324000.0,False,,,,,,,,,
2018-01-29,19,2018,1,29,Monday,034730,SK,327000.0,330500.0,321500.0,328500.0,False,,,,,,,,,
2018-01-30,20,2018,1,30,Tuesday,034730,SK,331000.0,331000.0,320000.0,320500.0,False,,,,,,,,,
2018-01-31,21,2018,1,31,Wednesday,034730,SK,319000.0,321000.0,314000.0,318500.0,False,,,,,,,,,
2018-02-01,22,2018,2,1,Thursday,034730,SK,315500.0,325000.0,315500.0,318500.0,False,,,,,,,,,
2018-02-02,23,2018,2,2,Friday,034730,SK,317000.0,320000.0,310000.0,313500.0,False,,,,,,,,,
2018-02-05,24,2018,2,5,Monday,034730,SK,313500.0,314000.0,304000.0,307500.0,False,,,,,,,,,
2018-02-06,25,2018,2,6,Tuesday,034730,SK,303000.0,307000.0,291500.0,299000.0,False,,,,,,,,,
2018-02-07,26,2018,2,7,Wednesday,034730,SK,301500.0,301500.0,287500.0,289000.0,False,,,,,,,,,
2018-02-08,27,2018,2,8,Thursday,034730,SK,288000.0,298500.0,288000.0,294000.0,False,,,,,,,,,
2018-02-09,28,2018,2,9,Friday,034730,SK,287000.0,292000.0,283500.0,287000.0,False,,,,,,,,,
2018-02-12,29,2018,2,12,Monday,034730,SK,288000.0,291000.0,285500.0,289000.0,False,,,,,,,,,
2018-02-13,30,2018,2,13,Tuesday,034730,SK,289500.0,297500.0,288000.0,291000.0,False,,,,,,,,,
2018-02-14,31,2018,2,14,Wednesday,034730,SK,291500.0,294000.0,288000.0,290500.0,False,,,,,,,,,
2018-02-15,32,2018,2,15,Thursday,034730,SK,296000.0,298000.0,292000.0,295000.0,False,,,,,,,,,
2018-02-16,33,2018,2,16,Friday,034730,SK,296000.0,298000.0,292000.0,295000.0,False,,,,,,,,,
2018-02-19,34,2018,2,19,Monday,034730,SK,296000.0,298000.0,292000.0,295000.0,False,,,,,,,,,
2018-02-20,35,2018,2,20,Tuesday,034730,SK,292000.0,296500.0,291000.0,292000.0,False,,,,,,,,,
2018-02-21,36,2018,2,21,Wednesday,034730,SK,292000.0,292000.0,286500.0,288000.0,False,,,,,,,,,
2018-02-22,37,2018,2,22,Thursday,034730,SK,285500.0,287000.0,280000.0,283000.0,False,,,,,,,,,
2018-02-23,38,2018,2,23,Friday,034730,SK,285500.0,292500.0,283500.0,291500.0,False,,,,,,,,,
2018-02-26,39,2018,2,26,Monday,034730,SK,295000.0,295500.0,288000.0,290000.0,False,,,,,,,,,
2018-02-27,40,2018,2,27,Tuesday,034730,SK,291000.0,301500.0,290500.0,292500.0,False,,,,,,,,,
2018-02-28,41,2018,2,28,Wednesday,034730,SK,291000.0,293500.0,284500.0,284500.0,False,,,,,,,,,
2018-03-01,42,2018,3,1,Thursday,034730,SK,280000.0,282000.0,276500.0,279500.0,False,,,,,,,,,
2018-03-02,43,2018,3,2,Friday,034730,SK,280000.0,282000.0,276500.0,279500.0,False,,,,,,,,,
2018-03-05,44,2018,3,5,Monday,034730,SK,279000.0,285000.0,277000.0,280000.0,False,,,,,,,,,
2018-03-06,45,2018,3,6,Tuesday,034730,SK,287500.0,300000.0,287000.0,295500.0,False,,,,,,,,,
2018-03-07,46,2018,3,7,Wednesday,034730,SK,292000.0,298500.0,291500.0,293500.0,False,,,,,,,,,
2018-03-08,47,2018,3,8,Thursday,034730,SK,293000.0,298000.0,291000.0,296000.0,False,,,,,,,,,
2018-03-09,48,2018,3,9,Friday,034730,SK,296500.0,306000.0,294000.0,302000.0,False,,,,,,,,,
2018-03-12,49,2018,3,12,Monday,034730,SK,304500.0,307500.0,301500.0,303000.0,False,,,,,,,,,
2018-03-13,50,2018,3,13,Tuesday,034730,SK,298000.0,309500.0,296000.0,307000.0,False,,,,,,,,,
2018-03-14,51,2018,3,14,Wednesday,034730,SK,305000.0,312500.0,302500.0,312000.0,False,,,,,,,,,
2018-03-15,52,2018,3,15,Thursday,034730,SK,312000.0,312000.0,304000.0,306000.0,False,,,,,,,,,
2018-03-16,53,2018,3,16,Friday,034730,SK,306500.0,313500.0,305500.0,313500.0,False,,,,,,,,,
2018-03-19,54,2018,3,19,Monday,034730,SK,313500.0,314000.0,307000.0,309500.0,False,,,,,,,,,
2018-03-20,55,2018,3,20,Tuesday,034730,SK,305000.0,310000.0,305000.0,310000.0,False,,,,,,,,,
2018-03-21,56,2018,3,21,Wednesday,034730,SK,310500.0,311500.0,302000.0,308000.0,False,,,,,,,,,
2018-03-22,57,2018,3,22,Thursday,034730,SK,306000.0,310000.0,303500.0,307000.0,False,,,,,,,,,
2018-03-23,58,2018,3,23,Friday,034730,SK,300000.0,301000.0,292500.0,295500.0,False,,,,,,,,,
2018-03-26,59,2018,3,26,Monday,034730,SK,294500.0,297500.0,288500.0,296500.0,False,,,,,,,,,
2018-03-27,60,2018,3,27,Tuesday,034730,SK,300500.0,301500.0,295500.0,298000.0,False,,,,,,,,,
