Date,Order,Year,Month,Day,DayName,Code,Name,Open,High,Low,Close,Future,Observe,Days,Price,TFARCH,TFBS,BS_L,BS_U,ARCH_L,ARCH_U
2024-07-11,0,2024,7,11,Thursday,462870,시프트업,79900.0,89500.0,68000.0,71000.0,False,,,,,,,,,
2024-07-12,1,2024,7,12,Friday,462870,시프트업,72000.0,72700.0,66900.0,70100.0,False,,,,,,,,,
2024-07-15,2,2024,7,15,Monday,462870,시프트업,68600.0,73000.0,66700.0,71400.0,False,,,,,,,,,
2024-07-16,3,2024,7,16,Tuesday,462870,시프트업,70200.0,71900.0,67400.0,68600.0,False,,,,,,,,,
2024-07-17,4,2024,7,17,Wednesday,462870,시프트업,69200.0,69600.0,64500.0,64500.0,False,,,,,,,,,
2024-07-18,5,2024,7,18,Thursday,462870,시프트업,63000.0,63500.0,60500.0,61400.0,False,,,,,,,,,
2024-07-19,6,2024,7,19,Friday,462870,시프트업,61300.0,67600.0,61100.0,63900.0,False,,,,,,,,,
2024-07-22,7,2024,7,22,Monday,462870,시프트업,64900.0,69700.0,64800.0,68500.0,False,,,,,,,,,
2024-07-23,8,2024,7,23,Tuesday,462870,시프트업,67400.0,69700.0,65200.0,66600.0,False,,,,,,,,,
2024-07-24,9,2024,7,24,Wednesday,462870,시프트업,66500.0,68800.0,62100.0,62100.0,False,,,,,,,,,
2024-07-25,10,2024,7,25,Thursday,462870,시프트업,61100.0,67300.0,60600.0,66400.0,False,,,,,,,,,
2024-07-26,11,2024,7,26,Friday,462870,시프트업,65800.0,67000.0,63000.0,65900.0,False,,,,,,,,,
2024-07-29,12,2024,7,29,Monday,462870,시프트업,65200.0,67000.0,63700.0,64100.0,False,,,,,,,,,
2024-07-30,13,2024,7,30,Tuesday,462870,시프트업,64100.0,67800.0,64100.0,67300.0,False,,,,,,,,,
2024-07-31,14,2024,7,31,Wednesday,462870,시프트업,66900.0,67700.0,65600.0,67000.0,False,,,,,,,,,
2024-08-01,15,2024,8,1,Thursday,462870,시프트업,67000.0,70400.0,66800.0,69900.0,False,,,,,,,,,
2024-08-02,16,2024,8,2,Friday,462870,시프트업,68500.0,69500.0,64300.0,65500.0,False,,,,,,,,,
2024-08-05,17,2024,8,5,Monday,462870,시프트업,63500.0,64700.0,54600.0,57800.0,False,,,,,,,,,
2024-08-06,18,2024,8,6,Tuesday,462870,시프트업,60100.0,64900.0,58800.0,63800.0,False,,,,,,,,,
2024-08-07,19,2024,8,7,Wednesday,462870,시프트업,65000.0,69300.0,63400.0,68500.0,False,,,,,,,,,
2024-08-08,20,2024,8,8,Thursday,462870,시프트업,67600.0,74900.0,67300.0,73900.0,False,,,,,,,,,
2024-08-09,21,2024,8,9,Friday,462870,시프트업,73800.0,78800.0,70400.0,71600.0,False,,,,,,,,,
2024-08-12,22,2024,8,12,Monday,462870,시프트업,70900.0,76900.0,70800.0,75500.0,False,,,,,,,,,
2024-08-13,23,2024,8,13,Tuesday,462870,시프트업,76400.0,78900.0,73500.0,78300.0,False,,,,,,,,,
2024-08-14,24,2024,8,14,Wednesday,462870,시프트업,77900.0,81000.0,68700.0,69600.0,False,,,,,,,,,
2024-08-15,25,2024,8,15,Thursday,462870,시프트업,67400.0,68500.0,63000.0,63100.0,False,,,,,,,,,
2024-08-16,26,2024,8,16,Friday,462870,시프트업,67400.0,68500.0,63000.0,63100.0,False,,,,,,,,,
2024-08-19,27,2024,8,19,Monday,462870,시프트업,61800.0,64500.0,61700.0,62500.0,False,,,,,,,,,
2024-08-20,28,2024,8,20,Tuesday,462870,시프트업,63800.0,67400.0,63600.0,67400.0,False,,,,,,,,,
2024-08-21,29,2024,8,21,Wednesday,462870,시프트업,67100.0,68600.0,66000.0,66000.0,False,,,,,,,,,
2024-08-22,30,2024,8,22,Thursday,462870,시프트업,67300.0,69000.0,66200.0,67000.0,False,,,,,,,,,
2024-08-23,31,2024,8,23,Friday,462870,시프트업,66600.0,67900.0,65500.0,66200.0,False,,,,,,,,,
2024-08-26,32,2024,8,26,Monday,462870,시프트업,67000.0,68600.0,65900.0,68200.0,False,,,,,,,,,
2024-08-27,33,2024,8,27,Tuesday,462870,시프트업,68600.0,71300.0,63700.0,65100.0,False,,,,,,,,,
2024-08-28,34,2024,8,28,Wednesday,462870,시프트업,65600.0,65700.0,63600.0,63800.0,False,,,,,,,,,
2024-08-29,35,2024,8,29,Thursday,462870,시프트업,63300.0,65000.0,61400.0,61800.0,False,,,,,,,,,
2024-08-30,36,2024,8,30,Friday,462870,시프트업,62000.0,64500.0,61700.0,63800.0,False,,,,,,,,,
2024-09-02,37,2024,9,2,Monday,462870,시프트업,63800.0,64100.0,61900.0,62600.0,False,,,,,,,,,
2024-09-03,38,2024,9,3,Tuesday,462870,시프트업,63300.0,64400.0,61600.0,61800.0,False,,,,,,,,,
2024-09-04,39,2024,9,4,Wednesday,462870,시프트업,60200.0,62100.0,59400.0,60400.0,False,,,,,,,,,
2024-09-05,40,2024,9,5,Thursday,462870,시프트업,60700.0,62100.0,59900.0,60500.0,False,,,,,,,,,
2024-09-06,41,2024,9,6,Friday,462870,시프트업,60900.0,61000.0,58000.0,58000.0,False,,,,,,,,,
2024-09-09,42,2024,9,9,Monday,462870,시프트업,56600.0,58600.0,56000.0,57800.0,False,,,,,,,,,
2024-09-10,43,2024,9,10,Tuesday,462870,시프트업,58000.0,58400.0,54700.0,55000.0,False,,,,,,,,,
2024-09-11,44,2024,9,11,Wednesday,462870,시프트업,56900.0,61300.0,56300.0,58000.0,False,,,,,,,,,
2024-09-12,45,2024,9,12,Thursday,462870,시프트업,58500.0,62000.0,57700.0,62000.0,False,,,,,,,,,
2024-09-13,46,2024,9,13,Friday,462870,시프트업,61600.0,61900.0,60400.0,61000.0,False,,,,,,,,,
2024-09-16,47,2024,9,16,Monday,462870,시프트업,61900.0,62200.0,57800.0,58700.0,False,,,,,,,,,
2024-09-17,48,2024,9,17,Tuesday,462870,시프트업,61900.0,62200.0,57800.0,58700.0,False,,,,,,,,,
2024-09-18,49,2024,9,18,Wednesday,462870,시프트업,61900.0,62200.0,57800.0,58700.0,False,,,,,,,,,
2024-09-19,50,2024,9,19,Thursday,462870,시프트업,61900.0,62200.0,57800.0,58700.0,False,,,,,,,,,
2024-09-20,51,2024,9,20,Friday,462870,시프트업,58700.0,60900.0,57100.0,60300.0,False,,,,,,,,,
2024-09-23,52,2024,9,23,Monday,462870,시프트업,60000.0,60200.0,58800.0,59200.0,False,,,,,,,,,
2024-09-24,53,2024,9,24,Tuesday,462870,시프트업,59500.0,59800.0,57700.0,58200.0,False,,,,,,,,,
2024-09-25,54,2024,9,25,Wednesday,462870,시프트업,57900.0,58600.0,57200.0,57200.0,False,,,,,,,,,
2024-09-26,55,2024,9,26,Thursday,462870,시프트업,57600.0,58700.0,57100.0,57900.0,False,,,,,,,,,
2024-09-27,56,2024,9,27,Friday,462870,시프트업,57900.0,57900.0,56000.0,56100.0,False,,,,,,,,,
2024-09-30,57,2024,9,30,Monday,462870,시프트업,56400.0,57600.0,56000.0,56500.0,False,,,,,,,,,
2024-10-01,58,2024,10,1,Tuesday,462870,시프트업,55500.0,57100.0,55500.0,55900.0,False,,,,,,,,,
2024-10-02,59,2024,10,2,Wednesday,462870,시프트업,55500.0,57100.0,55500.0,55900.0,False,,,,,,,,,
2024-10-03,60,2024,10,3,Thursday,462870,시프트업,55800.0,56500.0,54600.0,56200.0,False,,,,,,,,,
2024-10-04,61,2024,10,4,Friday,462870,시프트업,55800.0,56500.0,54600.0,56200.0,False,,,,,,,,,
2024-10-07,62,2024,10,7,Monday,462870,시프트업,57100.0,65200.0,56600.0,64500.0,False,,,,,,,,,
2024-10-08,63,2024,10,8,Tuesday,462870,시프트업,63700.0,64300.0,60400.0,61100.0,False,,,,,,,,,
2024-10-09,64,2024,10,9,Wednesday,462870,시프트업,61400.0,62500.0,60100.0,60100.0,False,,,,,,,,,
2024-10-10,65,2024,10,10,Thursday,462870,시프트업,61400.0,62500.0,60100.0,60100.0,False,,,,,,,,,
2024-10-11,66,2024,10,11,Friday,462870,시프트업,57100.0,59900.0,56100.0,58700.0,False,,,,,,,,,
2024-10-14,67,2024,10,14,Monday,462870,시프트업,58700.0,60100.0,56300.0,60000.0,False,,,,,,,,,
2024-10-15,68,2024,10,15,Tuesday,462870,시프트업,60200.0,62200.0,59000.0,61800.0,False,,,,,,,,,
2024-10-16,69,2024,10,16,Wednesday,462870,시프트업,60300.0,61200.0,58200.0,58800.0,False,,,,,,,,,
2024-10-17,70,2024,10,17,Thursday,462870,시프트업,59300.0,60300.0,58200.0,58400.0,False,,,,,,,,,
2024-10-18,71,2024,10,18,Friday,462870,시프트업,59200.0,60300.0,57900.0,58800.0,False,,,,,,,,,
2024-10-21,72,2024,10,21,Monday,462870,시프트업,58400.0,59800.0,58200.0,58800.0,False,,,,,,,,,
2024-10-22,73,2024,10,22,Tuesday,462870,시프트업,58700.0,60600.0,57500.0,60200.0,False,,,,,,,,,
2024-10-23,74,2024,10,23,Wednesday,462870,시프트업,60200.0,61000.0,58900.0,58900.0,False,,,,,,,,,
2024-10-24,75,2024,10,24,Thursday,462870,시프트업,58900.0,59400.0,58000.0,58000.0,False,,,,,,,,,
2024-10-25,76,2024,10,25,Friday,462870,시프트업,58700.0,59500.0,57800.0,58000.0,False,,,,,,,,,
2024-10-28,77,2024,10,28,Monday,462870,시프트업,65000.0,66200.0,60600.0,61300.0,False,,,,,,,,,
2024-10-29,78,2024,10,29,Tuesday,462870,시프트업,60900.0,64200.0,60700.0,64000.0,False,,,,,,,,,
2024-10-30,79,2024,10,30,Wednesday,462870,시프트업,64000.0,68100.0,63000.0,65000.0,False,,,,,,,,,
2024-10-31,80,2024,10,31,Thursday,462870,시프트업,64900.0,65500.0,63200.0,64700.0,False,,,,,,,,,
2024-11-01,81,2024,11,1,Friday,462870,시프트업,64000.0,67000.0,62800.0,66600.0,False,,,,,,,,,
2024-11-04,82,2024,11,4,Monday,462870,시프트업,66600.0,67600.0,63800.0,65700.0,False,,,,,,,,,
2024-11-05,83,2024,11,5,Tuesday,462870,시프트업,65800.0,68300.0,64800.0,66500.0,False,,,,,,,,,
2024-11-06,84,2024,11,6,Wednesday,462870,시프트업,67300.0,67700.0,63800.0,64500.0,False,,,,,,,,,
2024-11-07,85,2024,11,7,Thursday,462870,시프트업,64300.0,65900.0,61900.0,62800.0,False,,,,,,,,,
2024-11-08,86,2024,11,8,Friday,462870,시프트업,62800.0,63500.0,61900.0,62000.0,False,,,,,,,,,
2024-11-11,87,2024,11,11,Monday,462870,시프트업,61600.0,62000.0,60200.0,60500.0,False,,,,,,,,,
2024-11-12,88,2024,11,12,Tuesday,462870,시프트업,59900.0,60700.0,56900.0,56900.0,False,,,,,,,,,
2024-11-13,89,2024,11,13,Wednesday,462870,시프트업,56400.0,56400.0,47550.0,47900.0,False,,,,,,,,,
2024-11-14,90,2024,11,14,Thursday,462870,시프트업,48050.0,49950.0,48050.0,48650.0,False,,,,,,,,,
2024-11-15,91,2024,11,15,Friday,462870,시프트업,48100.0,50000.0,48050.0,49350.0,False,,,,,,,,,
2024-11-18,92,2024,11,18,Monday,462870,시프트업,49050.0,50300.0,48450.0,48450.0,False,,,,,,,,,
2024-11-19,93,2024,11,19,Tuesday,462870,시프트업,48150.0,51400.0,48050.0,51200.0,False,,,,,,,,,
2024-11-20,94,2024,11,20,Wednesday,462870,시프트업,51200.0,51700.0,50300.0,51200.0,False,,,,,,,,,
2024-11-21,95,2024,11,21,Thursday,462870,시프트업,51200.0,52700.0,50800.0,51100.0,False,,,,,,,,,
2024-11-22,96,2024,11,22,Friday,462870,시프트업,51000.0,52000.0,49300.0,49400.0,False,,,,,,,,,
2024-11-25,97,2024,11,25,Monday,462870,시프트업,50100.0,54400.0,49950.0,54100.0,False,,,,,,,,,
2024-11-26,98,2024,11,26,Tuesday,462870,시프트업,54600.0,56600.0,53500.0,55500.0,False,,,,,,,,,
2024-11-27,99,2024,11,27,Wednesday,462870,시프트업,56000.0,56500.0,54100.0,56000.0,False,,,,,,,,,
2024-11-28,100,2024,11,28,Thursday,462870,시프트업,56000.0,58500.0,55600.0,58000.0,False,,,,,,,,,
2024-11-29,101,2024,11,29,Friday,462870,시프트업,57900.0,59900.0,57300.0,58400.0,False,,,,,,,,,
2024-12-02,102,2024,12,2,Monday,462870,시프트업,58900.0,60700.0,58000.0,60100.0,False,,,,,,,,,
2024-12-03,103,2024,12,3,Tuesday,462870,시프트업,60800.0,61000.0,59100.0,59400.0,False,,,,,,,,,
2024-12-04,104,2024,12,4,Wednesday,462870,시프트업,58300.0,61300.0,57300.0,61000.0,False,,,,,,,,,
2024-12-05,105,2024,12,5,Thursday,462870,시프트업,60800.0,60900.0,57000.0,57100.0,False,,,,,,,,,
2024-12-06,106,2024,12,6,Friday,462870,시프트업,57200.0,58200.0,55100.0,56900.0,False,,,,,,,,,
2024-12-09,107,2024,12,9,Monday,462870,시프트업,55200.0,56000.0,53600.0,53700.0,False,,,,,,,,,
2024-12-10,108,2024,12,10,Tuesday,462870,시프트업,54000.0,55300.0,54000.0,54900.0,False,,,,,,,,,
2024-12-11,109,2024,12,11,Wednesday,462870,시프트업,54900.0,57500.0,54400.0,57300.0,False,,,,,,,,,
2024-12-12,110,2024,12,12,Thursday,462870,시프트업,57300.0,58000.0,55100.0,56300.0,False,,,,,,,,,
2024-12-13,111,2024,12,13,Friday,462870,시프트업,56900.0,63100.0,56100.0,63100.0,False,,,,,,,,,
2024-12-16,112,2024,12,16,Monday,462870,시프트업,62800.0,62800.0,59900.0,62300.0,False,,,,,,,,,
2024-12-17,113,2024,12,17,Tuesday,462870,시프트업,62000.0,62600.0,60900.0,61100.0,False,,,,,,,,,
2024-12-18,114,2024,12,18,Wednesday,462870,시프트업,60800.0,61800.0,59100.0,60100.0,False,,,,,,,,,
2024-12-19,115,2024,12,19,Thursday,462870,시프트업,58500.0,62900.0,58500.0,61600.0,False,,,,,,,,,
2024-12-20,116,2024,12,20,Friday,462870,시프트업,62000.0,62100.0,58000.0,61000.0,False,,,,,,,,,
2024-12-23,117,2024,12,23,Monday,462870,시프트업,60900.0,62200.0,60200.0,61700.0,False,,,,,,,,,
2024-12-24,118,2024,12,24,Tuesday,462870,시프트업,62000.0,63700.0,61900.0,62200.0,False,,,,,,,,,
2024-12-25,119,2024,12,25,Wednesday,462870,시프트업,62300.0,63000.0,60400.0,60900.0,False,,,,,,,,,
2024-12-26,120,2024,12,26,Thursday,462870,시프트업,62300.0,63000.0,60400.0,60900.0,False,,,,,,,,,
2024-12-27,121,2024,12,27,Friday,462870,시프트업,61400.0,63000.0,60600.0,62700.0,False,,,,,,,,,
2024-12-30,122,2024,12,30,Monday,462870,시프트업,62400.0,64300.0,61600.0,63400.0,False,,,,,,,,,
2024-12-31,123,2024,12,31,Tuesday,462870,시프트업,62900.0,63800.0,61200.0,61200.0,False,,,,,,,,,
2025-01-01,124,2025,1,1,Wednesday,462870,시프트업,62900.0,63800.0,61200.0,61200.0,False,,,,,,,,,
2025-01-02,125,2025,1,2,Thursday,462870,시프트업,62900.0,63800.0,61200.0,61200.0,False,,,,,,,,,
2025-01-03,126,2025,1,3,Friday,462870,시프트업,60500.0,61500.0,59100.0,60400.0,False,,,,,,,,,
2025-01-06,127,2025,1,6,Monday,462870,시프트업,60700.0,65400.0,59300.0,64300.0,False,,,,,,,,,
2025-01-07,128,2025,1,7,Tuesday,462870,시프트업,64700.0,67000.0,63700.0,64800.0,False,,,,,,,,,
2025-01-08,129,2025,1,8,Wednesday,462870,시프트업,64700.0,65800.0,63800.0,63800.0,False,,,,,,,,,
2025-01-09,130,2025,1,9,Thursday,462870,시프트업,63200.0,66900.0,61400.0,66500.0,False,,,,,,,,,
2025-01-10,131,2025,1,10,Friday,462870,시프트업,66900.0,67000.0,62700.0,63400.0,False,,,,,,,,,
2025-01-13,132,2025,1,13,Monday,462870,시프트업,61000.0,64600.0,60800.0,62600.0,False,,,,,,,,,
2025-01-14,133,2025,1,14,Tuesday,462870,시프트업,62700.0,63200.0,60800.0,62000.0,False,,,,,,,,,
2025-01-15,134,2025,1,15,Wednesday,462870,시프트업,,,,,True,2025-01-14,1.0,,False,False,58512.70190597697,66120.91790114342,58512.70190597697,66120.91790114342
2025-01-16,135,2025,1,16,Thursday,462870,시프트업,,,,,True,2025-01-14,2.0,,False,False,57234.50648445996,68035.68031964246,54648.567417612285,71061.44763246704
2025-01-17,136,2025,1,17,Friday,462870,시프트업,,,,,True,2025-01-14,3.0,,False,False,56314.98590520608,69594.7280478852,50860.96826374177,76583.5126315378
2025-01-20,137,2025,1,20,Monday,462870,시프트업,,,,,True,2025-01-14,4.0,,False,False,55579.45240412082,70972.76186702236,47283.67534346204,82633.30761915549
2025-01-21,138,2025,1,21,Tuesday,462870,시프트업,,,,,True,2025-01-14,5.0,,False,False,54960.51756998235,72237.18326046929,43939.5109491072,89199.92505282965
2025-01-22,139,2025,1,22,Wednesday,462870,시프트업,,,,,True,2025-01-14,6.0,,False,False,54423.753809973,73422.43294860188,40825.24168016091,96303.72470159581
