Date,Order,Year,Month,Day,DayName,Code,Name,Open,High,Low,Close,Future,Conf,Observe,Days,Price,BS_L,TFARCH,TFBS,BS_U,ARCH_L,ARCH_U
2018-01-02,0,2018,1,2,Tuesday,090430,아모레퍼시픽,312000.0,314000.0,310000.0,312500.0,False,0.95,,,,,,,,,
2018-01-03,1,2018,1,3,Wednesday,090430,아모레퍼시픽,307000.0,315500.0,306500.0,311500.0,False,0.95,,,,,,,,,
2018-01-04,2,2018,1,4,Thursday,090430,아모레퍼시픽,314000.0,314000.0,299000.0,299000.0,False,0.95,,,,,,,,,
2018-01-05,3,2018,1,5,Friday,090430,아모레퍼시픽,299500.0,303500.0,299000.0,300000.0,False,0.95,,,,,,,,,
2018-01-08,4,2018,1,8,Monday,090430,아모레퍼시픽,300000.0,301500.0,295500.0,300000.0,False,0.95,,,,,,,,,
2018-01-09,5,2018,1,9,Tuesday,090430,아모레퍼시픽,299000.0,301000.0,297000.0,298000.0,False,0.95,,,,,,,,,
2018-01-10,6,2018,1,10,Wednesday,090430,아모레퍼시픽,299000.0,307500.0,299000.0,305500.0,False,0.95,,,,,,,,,
2018-01-11,7,2018,1,11,Thursday,090430,아모레퍼시픽,307000.0,313000.0,306500.0,307500.0,False,0.95,,,,,,,,,
2018-01-12,8,2018,1,12,Friday,090430,아모레퍼시픽,309000.0,309500.0,299500.0,300000.0,False,0.95,,,,,,,,,
2018-01-15,9,2018,1,15,Monday,090430,아모레퍼시픽,300000.0,302000.0,298000.0,299000.0,False,0.95,,,,,,,,,
2018-01-16,10,2018,1,16,Tuesday,090430,아모레퍼시픽,299500.0,307500.0,299000.0,305000.0,False,0.95,,,,,,,,,
2018-01-17,11,2018,1,17,Wednesday,090430,아모레퍼시픽,303000.0,307000.0,301500.0,304000.0,False,0.95,,,,,,,,,
2018-01-18,12,2018,1,18,Thursday,090430,아모레퍼시픽,305000.0,308000.0,302000.0,307500.0,False,0.95,,,,,,,,,
2018-01-19,13,2018,1,19,Friday,090430,아모레퍼시픽,305500.0,312000.0,304000.0,309500.0,False,0.95,,,,,,,,,
2018-01-22,14,2018,1,22,Monday,090430,아모레퍼시픽,314500.0,317500.0,311000.0,313000.0,False,0.95,,,,,,,,,
2018-01-23,15,2018,1,23,Tuesday,090430,아모레퍼시픽,313500.0,315000.0,309000.0,313000.0,False,0.95,,,,,,,,,
2018-01-24,16,2018,1,24,Wednesday,090430,아모레퍼시픽,312000.0,312500.0,302500.0,305500.0,False,0.95,,,,,,,,,
2018-01-25,17,2018,1,25,Thursday,090430,아모레퍼시픽,303000.0,310500.0,302500.0,310000.0,False,0.95,,,,,,,,,
2018-01-26,18,2018,1,26,Friday,090430,아모레퍼시픽,310000.0,314000.0,308000.0,312000.0,False,0.95,,,,,,,,,
2018-01-29,19,2018,1,29,Monday,090430,아모레퍼시픽,312500.0,314000.0,309000.0,311500.0,False,0.95,,,,,,,,,
2018-01-30,20,2018,1,30,Tuesday,090430,아모레퍼시픽,311500.0,313000.0,309000.0,309500.0,False,0.95,,,,,,,,,
2018-01-31,21,2018,1,31,Wednesday,090430,아모레퍼시픽,306500.0,308500.0,295500.0,299500.0,False,0.95,,,,,,,,,
2018-02-01,22,2018,2,1,Thursday,090430,아모레퍼시픽,299500.0,302500.0,298500.0,300000.0,False,0.95,,,,,,,,,
2018-02-02,23,2018,2,2,Friday,090430,아모레퍼시픽,302500.0,305500.0,300000.0,302000.0,False,0.95,,,,,,,,,
2018-02-05,24,2018,2,5,Monday,090430,아모레퍼시픽,300500.0,300500.0,296000.0,299500.0,False,0.95,,,,,,,,,
2018-02-06,25,2018,2,6,Tuesday,090430,아모레퍼시픽,293500.0,298500.0,285500.0,296000.0,False,0.95,,,,,,,,,
2018-02-07,26,2018,2,7,Wednesday,090430,아모레퍼시픽,297500.0,298500.0,280000.0,281500.0,False,0.95,,,,,,,,,
2018-02-08,27,2018,2,8,Thursday,090430,아모레퍼시픽,281500.0,288000.0,278500.0,288000.0,False,0.95,,,,,,,,,
2018-02-09,28,2018,2,9,Friday,090430,아모레퍼시픽,279500.0,283500.0,279500.0,281000.0,False,0.95,,,,,,,,,
2018-02-12,29,2018,2,12,Monday,090430,아모레퍼시픽,279500.0,284000.0,273000.0,274500.0,False,0.95,,,,,,,,,
2018-02-13,30,2018,2,13,Tuesday,090430,아모레퍼시픽,275000.0,276000.0,269000.0,271500.0,False,0.95,,,,,,,,,
2018-02-14,31,2018,2,14,Wednesday,090430,아모레퍼시픽,273000.0,280000.0,271500.0,279500.0,False,0.95,,,,,,,,,
2018-02-15,32,2018,2,15,Thursday,090430,아모레퍼시픽,286000.0,286000.0,275000.0,277500.0,False,0.95,,,,,,,,,
2018-02-16,33,2018,2,16,Friday,090430,아모레퍼시픽,286000.0,286000.0,275000.0,277500.0,False,0.95,,,,,,,,,
2018-02-19,34,2018,2,19,Monday,090430,아모레퍼시픽,286000.0,286000.0,275000.0,277500.0,False,0.95,,,,,,,,,
2018-02-20,35,2018,2,20,Tuesday,090430,아모레퍼시픽,277500.0,278500.0,272500.0,275500.0,False,0.95,,,,,,,,,
2018-02-21,36,2018,2,21,Wednesday,090430,아모레퍼시픽,279500.0,297500.0,279000.0,294500.0,False,0.95,,,,,,,,,
2018-02-22,37,2018,2,22,Thursday,090430,아모레퍼시픽,291500.0,299000.0,288000.0,294000.0,False,0.95,,,,,,,,,
2018-02-23,38,2018,2,23,Friday,090430,아모레퍼시픽,297000.0,299000.0,284000.0,292500.0,False,0.95,,,,,,,,,
2018-02-26,39,2018,2,26,Monday,090430,아모레퍼시픽,294000.0,302000.0,291000.0,298000.0,False,0.95,,,,,,,,,
2018-02-27,40,2018,2,27,Tuesday,090430,아모레퍼시픽,300000.0,301000.0,293000.0,293500.0,False,0.95,,,,,,,,,
2018-02-28,41,2018,2,28,Wednesday,090430,아모레퍼시픽,293500.0,293500.0,281500.0,281500.0,False,0.95,,,,,,,,,
2018-03-01,42,2018,3,1,Thursday,090430,아모레퍼시픽,278500.0,281500.0,274000.0,275500.0,False,0.95,,,,,,,,,
2018-03-02,43,2018,3,2,Friday,090430,아모레퍼시픽,278500.0,281500.0,274000.0,275500.0,False,0.95,,,,,,,,,
2018-03-05,44,2018,3,5,Monday,090430,아모레퍼시픽,276000.0,279500.0,274000.0,276500.0,False,0.95,,,,,,,,,
2018-03-06,45,2018,3,6,Tuesday,090430,아모레퍼시픽,275500.0,279000.0,275500.0,278000.0,False,0.95,,,,,,,,,
2018-03-07,46,2018,3,7,Wednesday,090430,아모레퍼시픽,275000.0,288000.0,273500.0,282500.0,False,0.95,,,,,,,,,
2018-03-08,47,2018,3,8,Thursday,090430,아모레퍼시픽,285000.0,294000.0,285000.0,289000.0,False,0.95,,,,,,,,,
2018-03-09,48,2018,3,9,Friday,090430,아모레퍼시픽,294500.0,302000.0,292000.0,301000.0,False,0.95,,,,,,,,,
2018-03-12,49,2018,3,12,Monday,090430,아모레퍼시픽,306000.0,310500.0,304000.0,308000.0,False,0.95,,,,,,,,,
2018-03-13,50,2018,3,13,Tuesday,090430,아모레퍼시픽,308000.0,310500.0,304000.0,307500.0,False,0.95,,,,,,,,,
2018-03-14,51,2018,3,14,Wednesday,090430,아모레퍼시픽,305000.0,309500.0,300000.0,301500.0,False,0.95,,,,,,,,,
2018-03-15,52,2018,3,15,Thursday,090430,아모레퍼시픽,302000.0,311000.0,299000.0,309000.0,False,0.95,,,,,,,,,
2018-03-16,53,2018,3,16,Friday,090430,아모레퍼시픽,311000.0,312000.0,306000.0,309500.0,False,0.95,,,,,,,,,
