Date,Order,Year,Month,Day,DayName,Code,Name,Open,High,Low,Close,Future,Conf,Observe,Days,Price,BS_L,TFARCH,TFBS,BS_U,ARCH_L,ARCH_U
2018-01-02,0,2018,1,2,Tuesday,068270,셀트리온,186056.0,189468.0,184891.0,187971.0,False,,,,,,,,,,
2018-01-03,1,2018,1,3,Wednesday,068270,셀트리온,190465.0,205693.0,188968.0,205278.0,False,,,,,,,,,,
2018-01-04,2,2018,1,4,Thursday,068270,셀트리온,207690.0,217342.0,204112.0,208024.0,False,,,,,,,,,,
2018-01-05,3,2018,1,5,Friday,068270,셀트리온,212100.0,222170.0,211352.0,222087.0,False,,,,,,,,,,
2018-01-08,4,2018,1,8,Monday,068270,셀트리온,231738.0,252292.0,230657.0,251710.0,False,,,,,,,,,,
2018-01-09,5,2018,1,9,Tuesday,068270,셀트리온,252956.0,266270.0,242306.0,243388.0,False,,,,,,,,,,
2018-01-10,6,2018,1,10,Wednesday,068270,셀트리온,252374.0,262110.0,237147.0,246301.0,False,,,,,,,,,,
2018-01-11,7,2018,1,11,Thursday,068270,셀트리온,248464.0,255454.0,243803.0,255454.0,False,,,,,,,,,,
2018-01-12,8,2018,1,12,Friday,068270,셀트리온,270097.0,311203.0,264190.0,284161.0,False,,,,,,,,,,
2018-01-15,9,2018,1,15,Monday,068270,셀트리온,285826.0,296310.0,273344.0,291235.0,False,,,,,,,,,,
2018-01-16,10,2018,1,16,Tuesday,068270,셀트리온,283745.0,291566.0,278918.0,289071.0,False,,,,,,,,,,
2018-01-17,11,2018,1,17,Wednesday,068270,셀트리온,289070.0,289154.0,260030.0,260863.0,False,,,,,,,,,,
2018-01-18,12,2018,1,18,Thursday,068270,셀트리온,257034.0,269100.0,254288.0,265689.0,False,,,,,,,,,,
2018-01-19,13,2018,1,19,Friday,068270,셀트리온,266271.0,266936.0,236648.0,239478.0,False,,,,,,,,,,
2018-01-22,14,2018,1,22,Monday,068270,셀트리온,233819.0,241224.0,225082.0,233487.0,False,,,,,,,,,,
2018-01-23,15,2018,1,23,Tuesday,068270,셀트리온,238644.0,249711.0,235981.0,248797.0,False,,,,,,,,,,
2018-01-24,16,2018,1,24,Wednesday,068270,셀트리온,257949.0,259614.0,242389.0,244221.0,False,,,,,,,,,,
2018-01-25,17,2018,1,25,Thursday,068270,셀트리온,242390.0,245468.0,234900.0,241059.0,False,,,,,,,,,,
2018-01-26,18,2018,1,26,Friday,068270,셀트리온,238812.0,251044.0,234901.0,249630.0,False,,,,,,,,,,
2018-01-29,19,2018,1,29,Monday,068270,셀트리온,244553.0,280832.0,244553.0,273178.0,False,,,,,,,,,,
2018-01-30,20,2018,1,30,Tuesday,068270,셀트리온,277836.0,282080.0,270597.0,271763.0,False,,,,,,,,,,
2018-01-31,21,2018,1,31,Wednesday,068270,셀트리온,264274.0,268018.0,260031.0,262694.0,False,,,,,,,,,,
2018-02-01,22,2018,2,1,Thursday,068270,셀트리온,261944.0,264856.0,247382.0,249463.0,False,,,,,,,,,,
2018-02-02,23,2018,2,2,Friday,068270,셀트리온,249878.0,254954.0,241307.0,250794.0,False,,,,,,,,,,
2018-02-05,24,2018,2,5,Monday,068270,셀트리온,244137.0,249545.0,237980.0,237980.0,False,,,,,,,,,,
2018-02-06,25,2018,2,6,Tuesday,068270,셀트리온,229825.0,242306.0,226496.0,236482.0,False,,,,,,,,,,
2018-02-07,26,2018,2,7,Wednesday,068270,셀트리온,242389.0,242972.0,213017.0,213017.0,False,,,,,,,,,,
2018-02-08,27,2018,2,8,Thursday,068270,셀트리온,209105.0,227161.0,198454.0,225831.0,False,,,,,,,,,,
2018-02-09,28,2018,2,9,Friday,068270,셀트리온,215512.0,243804.0,214263.0,239644.0,False,,,,,,,,,,
2018-02-12,29,2018,2,12,Monday,068270,셀트리온,245883.0,259195.0,245466.0,251710.0,False,,,,,,,,,,
2018-02-13,30,2018,2,13,Tuesday,068270,셀트리온,254618.0,256284.0,244635.0,244637.0,False,,,,,,,,,,
2018-02-14,31,2018,2,14,Wednesday,068270,셀트리온,248795.0,260860.0,246715.0,260031.0,False,,,,,,,,,,
2018-02-15,32,2018,2,15,Thursday,068270,셀트리온,271259.0,271259.0,259195.0,263359.0,False,,,,,,,,,,
2018-02-16,33,2018,2,16,Friday,068270,셀트리온,271259.0,271259.0,259195.0,263359.0,False,,,,,,,,,,
2018-02-19,34,2018,2,19,Monday,068270,셀트리온,271259.0,271259.0,259195.0,263359.0,False,,,,,,,,,,
2018-02-20,35,2018,2,20,Tuesday,068270,셀트리온,260859.0,265435.0,250458.0,252957.0,False,,,,,,,,,,
2018-02-21,36,2018,2,21,Wednesday,068270,셀트리온,252955.0,259195.0,251290.0,255870.0,False,,,,,,,,,,
2018-02-22,37,2018,2,22,Thursday,068270,셀트리온,253786.0,260859.0,250458.0,255870.0,False,,,,,,,,,,
2018-02-23,38,2018,2,23,Friday,068270,셀트리온,257117.0,268351.0,255455.0,264608.0,False,,,,,,,,,,
2018-02-26,39,2018,2,26,Monday,068270,셀트리온,267101.0,272923.0,266685.0,271680.0,False,,,,,,,,,,
2018-02-27,40,2018,2,27,Tuesday,068270,셀트리온,277919.0,294976.0,275006.0,292066.0,False,,,,,,,,,,
2018-02-28,41,2018,2,28,Wednesday,068270,셀트리온,284991.0,303298.0,284575.0,293731.0,False,,,,,,,,,,
2018-03-01,42,2018,3,1,Thursday,068270,셀트리온,293728.0,309537.0,292064.0,309541.0,False,,,,,,,,,,
2018-03-02,43,2018,3,2,Friday,068270,셀트리온,293728.0,309537.0,292064.0,309541.0,False,,,,,,,,,,
2018-03-05,44,2018,3,5,Monday,068270,셀트리온,321602.0,326180.0,297055.0,310789.0,False,,,,,,,,,,
2018-03-06,45,2018,3,6,Tuesday,068270,셀트리온,312865.0,317442.0,298304.0,307876.0,False,,,,,,,,,,
