Date,Order,Year,Month,Day,DayName,Code,Name,Open,High,Low,Close,Future,Conf,Observe,Days,Price,BS_L,TFARCH,TFBS,BS_U,ARCH_L,ARCH_U
2022-01-27,0,2022,1,27,Thursday,373220,LG에너지솔루션,597000.0,598000.0,450000.0,505000.0,False,0.99,,,,,,,,,
2022-01-28,1,2022,1,28,Friday,373220,LG에너지솔루션,476000.0,483000.0,445000.0,450000.0,False,0.99,,,,,,,,,
2022-01-31,2,2022,1,31,Monday,373220,LG에너지솔루션,458000.0,495500.0,441000.0,477000.0,False,0.99,,,,,,,,,
2022-02-01,3,2022,2,1,Tuesday,373220,LG에너지솔루션,458000.0,495500.0,441000.0,477000.0,False,0.99,,,,,,,,,
2022-02-02,4,2022,2,2,Wednesday,373220,LG에너지솔루션,458000.0,495500.0,441000.0,477000.0,False,0.99,,,,,,,,,
2022-02-03,5,2022,2,3,Thursday,373220,LG에너지솔루션,458000.0,495500.0,441000.0,477000.0,False,0.99,,,,,,,,,
2022-02-04,6,2022,2,4,Friday,373220,LG에너지솔루션,476500.0,505000.0,476000.0,504000.0,False,0.99,,,,,,,,,
2022-02-07,7,2022,2,7,Monday,373220,LG에너지솔루션,520000.0,548000.0,511000.0,548000.0,False,0.99,,,,,,,,,
2022-02-08,8,2022,2,8,Tuesday,373220,LG에너지솔루션,554000.0,577000.0,524000.0,542000.0,False,0.99,,,,,,,,,
2022-02-09,9,2022,2,9,Wednesday,373220,LG에너지솔루션,550000.0,557000.0,505000.0,511000.0,False,0.99,,,,,,,,,
2022-02-10,10,2022,2,10,Thursday,373220,LG에너지솔루션,507000.0,507000.0,471500.0,474500.0,False,0.99,,,,,,,,,
2022-02-11,11,2022,2,11,Friday,373220,LG에너지솔루션,463500.0,484000.0,457000.0,482000.0,False,0.99,,,,,,,,,
2022-02-14,12,2022,2,14,Monday,373220,LG에너지솔루션,473000.0,482000.0,459500.0,463000.0,False,0.99,,,,,,,,,
2022-02-15,13,2022,2,15,Tuesday,373220,LG에너지솔루션,460000.0,468000.0,450000.0,451500.0,False,0.99,,,,,,,,,
2022-02-16,14,2022,2,16,Wednesday,373220,LG에너지솔루션,464000.0,465000.0,449500.0,455500.0,False,0.99,,,,,,,,,
2022-02-17,15,2022,2,17,Thursday,373220,LG에너지솔루션,454500.0,460000.0,447000.0,454500.0,False,0.99,,,,,,,,,
2022-02-18,16,2022,2,18,Friday,373220,LG에너지솔루션,448500.0,454500.0,448000.0,454500.0,False,0.99,,,,,,,,,
2022-02-21,17,2022,2,21,Monday,373220,LG에너지솔루션,450000.0,453000.0,447500.0,453000.0,False,0.99,,,,,,,,,
2022-02-22,18,2022,2,22,Tuesday,373220,LG에너지솔루션,444500.0,448000.0,440000.0,440000.0,False,0.99,,,,,,,,,
2022-02-23,19,2022,2,23,Wednesday,373220,LG에너지솔루션,443500.0,446000.0,438000.0,442000.0,False,0.99,,,,,,,,,
2022-02-24,20,2022,2,24,Thursday,373220,LG에너지솔루션,435000.0,438000.0,416000.0,416500.0,False,0.99,,,,,,,,,
2022-02-25,21,2022,2,25,Friday,373220,LG에너지솔루션,425000.0,430000.0,418500.0,420000.0,False,0.99,,,,,,,,,
2022-02-28,22,2022,2,28,Monday,373220,LG에너지솔루션,404500.0,422000.0,404000.0,412000.0,False,0.99,,,,,,,,,
2022-03-01,23,2022,3,1,Tuesday,373220,LG에너지솔루션,411000.0,434500.0,408500.0,434000.0,False,0.99,,,,,,,,,
2022-03-02,24,2022,3,2,Wednesday,373220,LG에너지솔루션,411000.0,434500.0,408500.0,434000.0,False,0.99,,,,,,,,,
2022-03-03,25,2022,3,3,Thursday,373220,LG에너지솔루션,439500.0,441000.0,430000.0,437000.0,False,0.99,,,,,,,,,
2022-03-04,26,2022,3,4,Friday,373220,LG에너지솔루션,433500.0,436500.0,427000.0,428500.0,False,0.99,,,,,,,,,
2022-03-07,27,2022,3,7,Monday,373220,LG에너지솔루션,420500.0,421000.0,412000.0,414000.0,False,0.99,,,,,,,,,
2022-03-08,28,2022,3,8,Tuesday,373220,LG에너지솔루션,406000.0,417000.0,402500.0,410500.0,False,0.99,,,,,,,,,
2022-03-09,29,2022,3,9,Wednesday,373220,LG에너지솔루션,421000.0,430500.0,417500.0,417500.0,False,0.99,,,,,,,,,
2022-03-10,30,2022,3,10,Thursday,373220,LG에너지솔루션,421000.0,430500.0,417500.0,417500.0,False,0.99,,,,,,,,,
2022-03-11,31,2022,3,11,Friday,373220,LG에너지솔루션,411500.0,412000.0,390500.0,391000.0,False,0.99,,,,,,,,,
2022-03-14,32,2022,3,14,Monday,373220,LG에너지솔루션,385000.0,385500.0,361500.0,363500.0,False,0.99,,,,,,,,,
2022-03-15,33,2022,3,15,Tuesday,373220,LG에너지솔루션,363000.0,370000.0,355000.0,359500.0,False,0.99,,,,,,,,,
2022-03-16,34,2022,3,16,Wednesday,373220,LG에너지솔루션,367000.0,367500.0,360000.0,363500.0,False,0.99,,,,,,,,,
2022-03-17,35,2022,3,17,Thursday,373220,LG에너지솔루션,374000.0,381500.0,373000.0,376000.0,False,0.99,,,,,,,,,
2022-03-18,36,2022,3,18,Friday,373220,LG에너지솔루션,377500.0,384000.0,370500.0,382000.0,False,0.99,,,,,,,,,
2022-03-21,37,2022,3,21,Monday,373220,LG에너지솔루션,385000.0,397500.0,384000.0,386000.0,False,0.99,,,,,,,,,
2022-03-22,38,2022,3,22,Tuesday,373220,LG에너지솔루션,388500.0,399000.0,388000.0,397500.0,False,0.99,,,,,,,,,
2022-03-23,39,2022,3,23,Wednesday,373220,LG에너지솔루션,403000.0,407500.0,398000.0,407000.0,False,0.99,,,,,,,,,
2022-03-24,40,2022,3,24,Thursday,373220,LG에너지솔루션,405000.0,410000.0,398000.0,408000.0,False,0.99,,,,,,,,,
2022-03-25,41,2022,3,25,Friday,373220,LG에너지솔루션,418500.0,444000.0,417500.0,439000.0,False,0.99,,,,,,,,,
2022-03-28,42,2022,3,28,Monday,373220,LG에너지솔루션,439000.0,443000.0,430000.0,436500.0,False,0.99,,,,,,,,,
2022-03-29,43,2022,3,29,Tuesday,373220,LG에너지솔루션,443000.0,448500.0,440500.0,441000.0,False,0.99,,,,,,,,,
2022-03-30,44,2022,3,30,Wednesday,373220,LG에너지솔루션,444500.0,445000.0,427000.0,440500.0,False,0.99,,,,,,,,,
2022-03-31,45,2022,3,31,Thursday,373220,LG에너지솔루션,437000.0,444000.0,435000.0,442000.0,False,0.99,,,,,,,,,
2022-04-01,46,2022,4,1,Friday,373220,LG에너지솔루션,438500.0,439500.0,425000.0,428000.0,False,0.99,,,,,,,,,
2022-04-04,47,2022,4,4,Monday,373220,LG에너지솔루션,422000.0,440500.0,417500.0,438500.0,False,0.99,,,,,,,,,
2022-04-05,48,2022,4,5,Tuesday,373220,LG에너지솔루션,442500.0,450000.0,437000.0,449000.0,False,0.99,,,,,,,,,
2022-04-06,49,2022,4,6,Wednesday,373220,LG에너지솔루션,436000.0,448500.0,436000.0,444500.0,False,0.99,,,,,,,,,
