Date,Order,Year,Month,Day,DayName,Code,Name,Open,High,Low,Close,Future,Conf,Observe,Days,Price,BS_L,TFARCH,TFBS,BS_U,ARCH_L,ARCH_U
2018-01-02,0,2018,1,2,Tuesday,000100,유한양행,33638.0,33868.0,33023.0,33333.0,False,0.9,,,,,,,,,
2018-01-03,1,2018,1,3,Wednesday,000100,유한양행,33023.0,33483.0,32869.0,33102.0,False,0.9,,,,,,,,,
2018-01-04,2,2018,1,4,Thursday,000100,유한양행,33638.0,34021.0,32639.0,32641.0,False,0.9,,,,,,,,,
2018-01-05,3,2018,1,5,Friday,000100,유한양행,33023.0,33407.0,32715.0,33409.0,False,0.9,,,,,,,,,
2018-01-08,4,2018,1,8,Monday,000100,유한양행,33407.0,33485.0,32870.0,33026.0,False,0.9,,,,,,,,,
2018-01-09,5,2018,1,9,Tuesday,000100,유한양행,33024.0,34021.0,32946.0,33871.0,False,0.9,,,,,,,,,
2018-01-10,6,2018,1,10,Wednesday,000100,유한양행,33869.0,33869.0,33255.0,33640.0,False,0.9,,,,,,,,,
2018-01-11,7,2018,1,11,Thursday,000100,유한양행,33791.0,33791.0,33254.0,33717.0,False,0.9,,,,,,,,,
2018-01-12,8,2018,1,12,Friday,000100,유한양행,34483.0,35634.0,34405.0,34869.0,False,0.9,,,,,,,,,
2018-01-15,9,2018,1,15,Monday,000100,유한양행,35098.0,35636.0,34484.0,34946.0,False,0.9,,,,,,,,,
2018-01-16,10,2018,1,16,Tuesday,000100,유한양행,35020.0,35327.0,34483.0,35099.0,False,0.9,,,,,,,,,
2018-01-17,11,2018,1,17,Wednesday,000100,유한양행,34789.0,35173.0,34405.0,34638.0,False,0.9,,,,,,,,,
2018-01-18,12,2018,1,18,Thursday,000100,유한양행,34560.0,35096.0,34098.0,34869.0,False,0.9,,,,,,,,,
2018-01-19,13,2018,1,19,Friday,000100,유한양행,34559.0,34943.0,34097.0,34100.0,False,0.9,,,,,,,,,
2018-01-22,14,2018,1,22,Monday,000100,유한양행,33944.0,34405.0,33099.0,34408.0,False,0.9,,,,,,,,,
2018-01-23,15,2018,1,23,Tuesday,000100,유한양행,34251.0,34483.0,34020.0,34331.0,False,0.9,,,,,,,,,
2018-01-24,16,2018,1,24,Wednesday,000100,유한양행,34176.0,34176.0,33330.0,33486.0,False,0.9,,,,,,,,,
2018-01-25,17,2018,1,25,Thursday,000100,유한양행,33792.0,34099.0,33485.0,33640.0,False,0.9,,,,,,,,,
2018-01-26,18,2018,1,26,Friday,000100,유한양행,33638.0,34021.0,33255.0,33947.0,False,0.9,,,,,,,,,
2018-01-29,19,2018,1,29,Monday,000100,유한양행,34097.0,35480.0,33944.0,35406.0,False,0.9,,,,,,,,,
2018-01-30,20,2018,1,30,Tuesday,000100,유한양행,35328.0,36326.0,35328.0,35945.0,False,0.9,,,,,,,,,
2018-01-31,21,2018,1,31,Wednesday,000100,유한양행,35943.0,36019.0,35020.0,35791.0,False,0.9,,,,,,,,,
2018-02-01,22,2018,2,1,Thursday,000100,유한양행,35558.0,35710.0,34943.0,35253.0,False,0.9,,,,,,,,,
2018-02-02,23,2018,2,2,Friday,000100,유한양행,35175.0,35405.0,34484.0,34946.0,False,0.9,,,,,,,,,
2018-02-05,24,2018,2,5,Monday,000100,유한양행,34405.0,34713.0,33408.0,33486.0,False,0.9,,,,,,,,,
2018-02-06,25,2018,2,6,Tuesday,000100,유한양행,32563.0,33100.0,31794.0,32795.0,False,0.9,,,,,,,,,
2018-02-07,26,2018,2,7,Wednesday,000100,유한양행,33331.0,34098.0,33177.0,33333.0,False,0.9,,,,,,,,,
2018-02-08,27,2018,2,8,Thursday,000100,유한양행,33177.0,33330.0,32408.0,32871.0,False,0.9,,,,,,,,,
2018-02-09,28,2018,2,9,Friday,000100,유한양행,32179.0,32484.0,31871.0,32411.0,False,0.9,,,,,,,,,
2018-02-12,29,2018,2,12,Monday,000100,유한양행,32638.0,33177.0,32100.0,33102.0,False,0.9,,,,,,,,,
2018-02-13,30,2018,2,13,Tuesday,000100,유한양행,32943.0,33175.0,32561.0,32717.0,False,0.9,,,,,,,,,
2018-02-14,31,2018,2,14,Wednesday,000100,유한양행,32793.0,33024.0,32409.0,33026.0,False,0.9,,,,,,,,,
2018-02-15,32,2018,2,15,Thursday,000100,유한양행,32793.0,33791.0,32793.0,33717.0,False,0.9,,,,,,,,,
2018-02-16,33,2018,2,16,Friday,000100,유한양행,32793.0,33791.0,32793.0,33717.0,False,0.9,,,,,,,,,
2018-02-19,34,2018,2,19,Monday,000100,유한양행,32793.0,33791.0,32793.0,33717.0,False,0.9,,,,,,,,,
2018-02-20,35,2018,2,20,Tuesday,000100,유한양행,33483.0,33790.0,33177.0,33409.0,False,0.9,,,,,,,,,
